record_id,country,iso3_code,region,income_group,year,quarter,quarter_label,industry_sector,sector_automation_risk_score,gdp_per_capita_usd,ai_adoption_index,pct_sector_workforce_displaced,pct_sector_workforce_new_roles_created,net_workforce_change_pct,ai_cited_layoff_announcements,ai_skill_wage_premium_pct,pct_workforce_female,pct_displaced_roles_female,reskilling_programs_count,govt_ai_policy_score_1_to_10,ai_tool_adoption_pct,data_source_notes
1,United States,USA,North America,High Income,2020,1,2020-Q1,Technology & Software,0.382,63514,0.83,0.0406,0.0348,-0.0058,32,0.311,0.28,0.275,52,6.4,0.28,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8963,Ethiopia,ETH,Africa,Low Income,2023,1,2023-Q1,Healthcare & Life Sciences,0.263,1003,0.479,0.0079,0.0017,-0.0062,9,0.303,0.72,0.792,3,2.2,0.124,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8964,Ethiopia,ETH,Africa,Low Income,2023,1,2023-Q1,Manufacturing & Industry,0.74,1003,0.511,0.0351,0.007,-0.0281,89,0.3,0.29,0.318,4,2.4,0.36,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8965,Ethiopia,ETH,Africa,Low Income,2023,1,2023-Q1,Retail & E-Commerce,0.671,1003,0.495,0.0328,0.0069,-0.0259,82,0.286,0.54,0.586,4,2.1,0.402,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8966,Ethiopia,ETH,Africa,Low Income,2023,1,2023-Q1,Education & Research,0.261,1003,0.496,0.009,0.0016,-0.0074,12,0.329,0.58,0.652,3,1.9,0.151,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8967,Ethiopia,ETH,Africa,Low Income,2023,1,2023-Q1,Transportation & Logistics,0.718,1003,0.496,0.031,0.0065,-0.0245,79,0.285,0.22,0.245,4,2.8,0.336,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8968,Ethiopia,ETH,Africa,Low Income,2023,1,2023-Q1,Media & Communications,0.569,1003,0.49,0.0257,0.0055,-0.0202,56,0.388,0.46,0.484,4,1.8,0.232,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8969,Ethiopia,ETH,Africa,Low Income,2023,1,2023-Q1,Administrative & Clerical,0.805,1003,0.482,0.033,0.0073,-0.0257,87,0.37,0.79,0.95,3,2.9,0.372,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8970,Ethiopia,ETH,Africa,Low Income,2023,1,2023-Q1,Energy & Utilities,0.438,1003,0.513,0.0191,0.004,-0.0151,21,0.32,0.26,0.283,4,2.4,0.203,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8971,Ethiopia,ETH,Africa,Low Income,2023,2,2023-Q2,Technology & Software,0.367,991,0.52,0.0207,0.003,-0.0177,41,0.352,0.28,0.293,4,2.4,0.227,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8972,Ethiopia,ETH,Africa,Low Income,2023,2,2023-Q2,Finance & Banking,0.593,991,0.508,0.0254,0.0053,-0.0201,60,0.281,0.48,0.521,4,2.5,0.311,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8973,Ethiopia,ETH,Africa,Low Income,2023,2,2023-Q2,Healthcare & Life Sciences,0.259,991,0.525,0.0085,0.0013,-0.0072,11,0.324,0.72,0.733,4,2.5,0.097,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8974,Ethiopia,ETH,Africa,Low Income,2023,2,2023-Q2,Manufacturing & Industry,0.788,991,0.522,0.0419,0.0062,-0.0357,100,0.321,0.29,0.301,3,2.1,0.424,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8975,Ethiopia,ETH,Africa,Low Income,2023,2,2023-Q2,Retail & E-Commerce,0.676,991,0.514,0.0386,0.0089,-0.0297,96,0.341,0.54,0.54,3,2.5,0.338,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8976,Ethiopia,ETH,Africa,Low Income,2023,2,2023-Q2,Education & Research,0.282,991,0.509,0.0105,0.0018,-0.0087,9,0.351,0.58,0.563,3,1.8,0.162,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8977,Ethiopia,ETH,Africa,Low Income,2023,2,2023-Q2,Transportation & Logistics,0.679,991,0.528,0.0272,0.0039,-0.0233,56,0.289,0.22,0.24,4,3.4,0.399,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8978,Ethiopia,ETH,Africa,Low Income,2023,2,2023-Q2,Media & Communications,0.547,991,0.506,0.0208,0.0036,-0.0172,32,0.36,0.46,0.452,4,3.0,0.314,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8979,Ethiopia,ETH,Africa,Low Income,2023,2,2023-Q2,Administrative & Clerical,0.783,991,0.514,0.0368,0.0066,-0.0302,176,0.331,0.79,0.95,3,2.1,0.41,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8980,Ethiopia,ETH,Africa,Low Income,2023,2,2023-Q2,Energy & Utilities,0.44,991,0.516,0.0207,0.004,-0.0167,28,0.283,0.26,0.276,4,2.6,0.237,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8981,Ethiopia,ETH,Africa,Low Income,2023,3,2023-Q3,Technology & Software,0.369,1027,0.536,0.0267,0.0065,-0.0202,65,0.361,0.28,0.278,4,2.1,0.182,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8982,Ethiopia,ETH,Africa,Low Income,2023,3,2023-Q3,Finance & Banking,0.618,1027,0.55,0.0254,0.0054,-0.02,82,0.335,0.48,0.524,4,2.1,0.3,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8983,Ethiopia,ETH,Africa,Low Income,2023,3,2023-Q3,Healthcare & Life Sciences,0.206,1027,0.521,0.0099,0.002,-0.0079,11,0.312,0.72,0.766,3,2.5,0.099,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8984,Ethiopia,ETH,Africa,Low Income,2023,3,2023-Q3,Manufacturing & Industry,0.741,1027,0.541,0.0327,0.0056,-0.0271,134,0.251,0.29,0.322,3,2.3,0.344,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8985,Ethiopia,ETH,Africa,Low Income,2023,3,2023-Q3,Retail & E-Commerce,0.69,1027,0.529,0.0355,0.0068,-0.0287,80,0.326,0.54,0.601,4,2.3,0.384,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8986,Ethiopia,ETH,Africa,Low Income,2023,3,2023-Q3,Education & Research,0.287,1027,0.543,0.0136,0.0032,-0.0104,9,0.307,0.58,0.599,4,2.6,0.155,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8987,Ethiopia,ETH,Africa,Low Income,2023,3,2023-Q3,Transportation & Logistics,0.689,1027,0.52,0.0269,0.0046,-0.0223,69,0.284,0.22,0.236,3,2.8,0.404,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8988,Ethiopia,ETH,Africa,Low Income,2023,3,2023-Q3,Media & Communications,0.573,1027,0.537,0.0312,0.0059,-0.0253,48,0.321,0.46,0.493,4,2.8,0.349,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8989,Ethiopia,ETH,Africa,Low Income,2023,3,2023-Q3,Administrative & Clerical,0.821,1027,0.531,0.0477,0.0093,-0.0384,116,0.345,0.79,0.95,4,3.1,0.394,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8990,Ethiopia,ETH,Africa,Low Income,2023,3,2023-Q3,Energy & Utilities,0.481,1027,0.527,0.0236,0.0049,-0.0187,39,0.328,0.26,0.286,3,2.0,0.263,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8991,Ethiopia,ETH,Africa,Low Income,2023,4,2023-Q4,Technology & Software,0.394,999,0.562,0.0253,0.0044,-0.0209,52,0.369,0.28,0.297,3,2.1,0.201,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8992,Ethiopia,ETH,Africa,Low Income,2023,4,2023-Q4,Finance & Banking,0.624,999,0.555,0.0287,0.0041,-0.0246,102,0.302,0.48,0.494,3,2.7,0.324,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8993,Ethiopia,ETH,Africa,Low Income,2023,4,2023-Q4,Healthcare & Life Sciences,0.252,999,0.563,0.0096,0.0019,-0.0077,12,0.349,0.72,0.731,3,1.9,0.127,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8994,Ethiopia,ETH,Africa,Low Income,2023,4,2023-Q4,Manufacturing & Industry,0.722,999,0.548,0.0326,0.0058,-0.0268,95,0.303,0.29,0.296,4,2.3,0.476,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8995,Ethiopia,ETH,Africa,Low Income,2023,4,2023-Q4,Retail & E-Commerce,0.69,999,0.532,0.042,0.0096,-0.0324,86,0.361,0.54,0.532,4,3.1,0.295,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8996,Ethiopia,ETH,Africa,Low Income,2023,4,2023-Q4,Education & Research,0.284,999,0.548,0.013,0.0027,-0.0103,8,0.35,0.58,0.644,4,2.0,0.15,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8997,Ethiopia,ETH,Africa,Low Income,2023,4,2023-Q4,Transportation & Logistics,0.659,999,0.563,0.0358,0.0067,-0.0291,63,0.323,0.22,0.229,3,2.3,0.373,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8998,Ethiopia,ETH,Africa,Low Income,2023,4,2023-Q4,Media & Communications,0.555,999,0.55,0.0319,0.0054,-0.0265,57,0.343,0.46,0.498,4,2.7,0.29,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
8999,Ethiopia,ETH,Africa,Low Income,2023,4,2023-Q4,Administrative & Clerical,0.815,999,0.57,0.0553,0.0123,-0.043,136,0.305,0.79,0.95,3,2.3,0.4,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9000,Ethiopia,ETH,Africa,Low Income,2023,4,2023-Q4,Energy & Utilities,0.433,999,0.553,0.0233,0.0038,-0.0195,39,0.32,0.26,0.273,4,2.5,0.226,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9001,Ethiopia,ETH,Africa,Low Income,2024,1,2024-Q1,Technology & Software,0.371,1035,0.56,0.0239,0.0043,-0.0196,82,0.309,0.28,0.292,4,3.7,0.235,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9002,Ethiopia,ETH,Africa,Low Income,2024,1,2024-Q1,Finance & Banking,0.623,1035,0.542,0.0334,0.0082,-0.0252,164,0.361,0.48,0.529,5,3.0,0.296,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9003,Ethiopia,ETH,Africa,Low Income,2024,1,2024-Q1,Healthcare & Life Sciences,0.253,1035,0.576,0.0098,0.0021,-0.0077,15,0.395,0.72,0.807,3,2.8,0.107,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9004,Ethiopia,ETH,Africa,Low Income,2024,1,2024-Q1,Manufacturing & Industry,0.767,1035,0.583,0.0481,0.0118,-0.0363,95,0.353,0.29,0.282,3,3.0,0.471,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9005,Ethiopia,ETH,Africa,Low Income,2024,1,2024-Q1,Retail & E-Commerce,0.689,1035,0.556,0.0355,0.0061,-0.0294,96,0.329,0.54,0.599,3,3.1,0.375,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9006,Ethiopia,ETH,Africa,Low Income,2024,1,2024-Q1,Education & Research,0.237,1035,0.559,0.0144,0.0033,-0.0111,10,0.32,0.58,0.604,5,3.3,0.164,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9007,Ethiopia,ETH,Africa,Low Income,2024,1,2024-Q1,Transportation & Logistics,0.696,1035,0.571,0.0403,0.0102,-0.0301,110,0.365,0.22,0.216,4,3.3,0.435,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9008,Ethiopia,ETH,Africa,Low Income,2024,1,2024-Q1,Media & Communications,0.559,1035,0.583,0.0294,0.007,-0.0224,80,0.348,0.46,0.512,3,2.5,0.352,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9009,Ethiopia,ETH,Africa,Low Income,2024,1,2024-Q1,Administrative & Clerical,0.826,1035,0.59,0.0427,0.011,-0.0317,170,0.347,0.79,0.95,4,3.0,0.426,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9010,Ethiopia,ETH,Africa,Low Income,2024,1,2024-Q1,Energy & Utilities,0.45,1035,0.549,0.0263,0.0068,-0.0195,30,0.35,0.26,0.293,4,2.7,0.279,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9011,Ethiopia,ETH,Africa,Low Income,2024,2,2024-Q2,Technology & Software,0.389,1013,0.586,0.0297,0.005,-0.0247,85,0.305,0.28,0.311,4,2.4,0.215,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9012,Ethiopia,ETH,Africa,Low Income,2024,2,2024-Q2,Finance & Banking,0.632,1013,0.596,0.032,0.0047,-0.0273,184,0.37,0.48,0.539,3,2.7,0.306,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9013,Ethiopia,ETH,Africa,Low Income,2024,2,2024-Q2,Healthcare & Life Sciences,0.239,1013,0.575,0.012,0.0021,-0.0099,9,0.391,0.72,0.79,4,2.6,0.15,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9014,Ethiopia,ETH,Africa,Low Income,2024,2,2024-Q2,Manufacturing & Industry,0.735,1013,0.608,0.042,0.0075,-0.0345,142,0.388,0.29,0.293,3,2.9,0.451,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9015,Ethiopia,ETH,Africa,Low Income,2024,2,2024-Q2,Retail & E-Commerce,0.676,1013,0.596,0.0399,0.007,-0.0329,115,0.392,0.54,0.56,4,3.2,0.489,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9016,Ethiopia,ETH,Africa,Low Income,2024,2,2024-Q2,Education & Research,0.259,1013,0.59,0.0124,0.002,-0.0104,9,0.417,0.58,0.626,4,2.2,0.153,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9017,Ethiopia,ETH,Africa,Low Income,2024,2,2024-Q2,Transportation & Logistics,0.7,1013,0.593,0.042,0.0101,-0.0319,74,0.409,0.22,0.213,4,2.6,0.345,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9018,Ethiopia,ETH,Africa,Low Income,2024,2,2024-Q2,Media & Communications,0.541,1013,0.596,0.0314,0.0071,-0.0243,73,0.403,0.46,0.446,4,2.1,0.371,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9019,Ethiopia,ETH,Africa,Low Income,2024,2,2024-Q2,Administrative & Clerical,0.811,1013,0.581,0.0576,0.0145,-0.0431,166,0.386,0.79,0.95,4,2.9,0.547,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
9020,Ethiopia,ETH,Africa,Low Income,2024,2,2024-Q2,Energy & Utilities,0.43,1013,0.61,0.0288,0.0043,-0.0245,55,0.377,0.26,0.265,5,3.2,0.314,Research-calibrated synthetic data. Grounded in: WEF Future of Jobs 2025; Goldman Sachs GenAI Labour Report 2025; McKinsey State of AI 2025; OECD Employment Outlook 2025; BLS O*NET Automation Scores; Layoffs.fyi 2025; PwC AI Jobs Barometer 2025; IMF WEO 2025.
